                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.8802,                 3.7512,                 2.0383,                0.00369,                0.65079,                0.01099,                0.00359,                  2.513,                  3.662,                 1.8255,               0.070405,              0.0032883,              0.0032883
