                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.9552,                 3.8751,                 2.0326,                0.00355,                0.49206,                0.00894,                0.00317,                 2.9028,                 3.8726,                 1.9909,               0.070204,              0.0033107,              0.0033107
