                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.6828,                 3.7088,                 2.0235,                0.00465,                 0.4127,                0.01125,                0.00412,                 2.5831,                 3.5659,                  1.859,               0.070811,              0.0032432,              0.0032432
                      2,                 2.4436,                 3.6613,                 1.7519,                0.00342,                0.60317,                0.00996,                0.00258,                 2.8705,                 3.6369,                 2.0551,               0.040681,              0.0064464,              0.0064464
