                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.6868,                  3.713,                 2.0452,                0.00491,                0.34921,                0.00766,                0.00289,                 2.5299,                 3.5709,                 1.9797,               0.070811,              0.0032432,              0.0032432
                      2,                 2.3881,                 3.6222,                 1.7692,                0.00324,                0.57143,                0.02274,                0.00493,                 2.6723,                 3.6652,                 2.0962,               0.040681,              0.0064464,              0.0064464
